Target gene;Representative transcript;Gene name;3P-seq tags + 5;Total sites;8mer sites;7mer-m8 sites;7mer-A1 sites;6mer sites;Representative miRNA;Predicted occupancy (low miRNA);Predicted occupancy (high miRNA);Predicted occupancy (transfected miRNA);Cumulative weighted context++ score;Total context++ score;"Aggregate PCT
"
STC1;ENST00000290271.2;stanniocalcin 1 ;2932;1;0;0;1;1;hsa-miR-584-5p;0,0033;0,0238;0,1612;-0,13;-0,14;"N/A
"
MAPK1;ENST00000215832.6;mitogen-activated protein kinase 1 ;630;3;1;1;1;1;hsa-miR-584-5p;0,0057;0,0415;0,2815;-0,13;-0,2;"N/A
"
GNG4;ENST00000450593.1;guanine nucleotide binding protein (G protein), gamma 4 ;1171;1;0;0;1;1;hsa-miR-584-5p;0,0025;0,0184;0,1206;-0,13;-0,2;"N/A
"
BCAP29;ENST00000005259.4;B-cell receptor-associated protein 29 ;326;1;0;0;1;2;hsa-miR-584-5p;0,0053;0,0384;0,264;-0,13;-0,13;"N/A
"
UTRN;ENST00000367545.3;utrophin ;87;1;0;1;0;0;hsa-miR-584-5p;0,0034;0,0247;0,1674;-0,13;-0,14;"N/A
"
CNOT4;ENST00000541284.1;CCR4-NOT transcription complex, subunit 4 ;27;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,0174;0,1161;-0,13;-0,13;"N/A
"
PRDM10;ENST00000358825.5;PR domain containing 10 ;68;1;1;0;0;0;hsa-miR-584-5p;0,0029;0,0215;0,1502;-0,13;-0,13;"N/A
"
LYPLAL1;ENST00000366928.5;lysophospholipase-like 1 ;28;1;1;0;0;0;hsa-miR-584-5p;0,0017;0,0124;0,0755;-0,13;-0,38;"N/A
"
IPP;ENST00000396478.3;intracisternal A particle-promoted polypeptide ;216;1;0;1;0;0;hsa-miR-584-5p;0,0019;0,0142;0,0958;-0,13;-0,13;"N/A
"
ITGA4;ENST00000397033.2;integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) ;29;1;0;1;0;1;hsa-miR-584-5p;0,0044;0,0319;0,2149;-0,13;-0,16;"N/A
"
KAT2B;ENST00000263754.4;K(lysine) acetyltransferase 2B ;117;1;0;1;0;0;hsa-miR-584-5p;0,004;0,0293;0,1955;-0,13;-0,14;"N/A
"
IL1A;ENST00000263339.3;interleukin 1, alpha ;5;1;0;0;1;0;hsa-miR-584-5p;0,003;0,0216;0,1453;-0,13;-0,13;"N/A
"
TMEM236;ENST00000480516.1;;5;1;1;0;0;0;hsa-miR-584-5p;0,0086;0,0615;0,3682;-0,13;-0,13;"N/A
"
UBE2V1;ENST00000371657.5;ubiquitin-conjugating enzyme E2 variant 1 ;1621;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,0194;0,1376;-0,13;-0,13;"N/A
"
GPR171;ENST00000309180.5;G protein-coupled receptor 171 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0046;0,0333;-0,13;-0,13;"N/A
"
HOXC13;ENST00000243056.3;homeobox C13 ;63;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0111;0,0763;-0,13;-0,13;"N/A
"
TMEM236;ENST00000377495.1;transmembrane protein 236 ;5;1;1;0;0;0;hsa-miR-584-5p;0,0086;0,0615;0,3682;-0,13;-0,13;"N/A
"
EDN1;ENST00000379375.5;endothelin 1 ;113;1;0;0;1;0;hsa-miR-584-5p;0,0029;0,0214;0,1483;-0,13;-0,13;"N/A
"
BLOC1S5;ENST00000397457.2;biogenesis of lysosomal organelles complex-1, subunit 5, muted ;187;1;0;1;0;1;hsa-miR-584-5p;0,003;0,0219;0,155;-0,13;-0,14;"N/A
"
REV3L;ENST00000368802.3;REV3-like, polymerase (DNA directed), zeta, catalytic subunit ;9;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0181;0,1274;-0,13;-0,17;"N/A
"
ICT1;ENST00000301585.5;immature colon carcinoma transcript 1 ;857;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0068;0,048;-0,13;-0,13;"N/A
"
TBCA;ENST00000306388.6;tubulin folding cofactor A ;3605;1;0;1;0;0;hsa-miR-584-5p;0,001;0,0071;0,0503;-0,13;-0,13;"N/A
"
PRR23C;ENST00000413199.1;proline rich 23C ;5;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0136;0,0923;-0,13;-0,13;"N/A
"
ZC3HAV1L;ENST00000275766.1;zinc finger CCCH-type, antiviral 1-like ;98;2;0;1;1;1;hsa-miR-584-5p;0,0044;0,0323;0,2178;-0,13;-0,14;"N/A
"
CHTOP;ENST00000368694.3;chromatin target of PRMT1 ;2499;2;0;1;1;0;hsa-miR-584-5p;0,0018;0,0129;0,0868;-0,13;-0,36;"N/A
"
EML6;ENST00000356458.6;echinoderm microtubule associated protein like 6 ;39;1;0;1;0;0;hsa-miR-584-5p;0,0044;0,0319;0,2125;-0,13;-0,13;"N/A
"
LEPR;ENST00000371060.3;leptin receptor ;169;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0184;0,1263;-0,13;-0,13;"N/A
"
SDHC;ENST00000367975.2;succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa ;172;1;0;0;1;0;hsa-miR-584-5p;0,0032;0,0234;0,1503;-0,13;-0,13;"N/A
"
RPP14;ENST00000445193.3;ribonuclease P/MRP 14kDa subunit ;1612;1;0;0;1;2;hsa-miR-584-5p;0,0022;0,0159;0,1066;-0,13;-0,24;"N/A
"
YES1;ENST00000577961.1;v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 ;168;1;0;0;1;0;hsa-miR-584-5p;0,0059;0,0423;0,2524;-0,13;-0,13;"N/A
"
PCK1;ENST00000319441.4;phosphoenolpyruvate carboxykinase 1 (soluble) ;5;2;1;0;1;0;hsa-miR-584-5p;0,0024;0,0176;0,1224;-0,13;-0,35;"N/A
"
AASDHPPT;ENST00000278618.4;aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase ;317;1;0;0;1;0;hsa-miR-584-5p;0,0037;0,0269;0,1755;-0,13;-0,13;"N/A
"
ACER3;ENST00000532485.1;alkaline ceramidase 3 ;295;1;0;1;0;1;hsa-miR-584-5p;0,0033;0,0242;0,1669;-0,13;-0,15;"N/A
"
RPL10;ENST00000424325.2;ribosomal protein L10 ;12;1;1;0;0;0;hsa-miR-584-5p;0,0015;0,0112;0,0707;-0,13;-0,32;"N/A
"
ZNF181;ENST00000392232.3;zinc finger protein 181 ;15;1;0;0;1;0;hsa-miR-584-5p;0,0027;0,0198;0,1338;-0,13;-0,13;"N/A
"
CNTN6;ENST00000446702.2;contactin 6 ;5;1;0;0;1;0;hsa-miR-584-5p;0,004;0,029;0,194;-0,13;-0,13;"N/A
"
ZNF587B;ENST00000442832.4;zinc finger protein 587B ;5;1;0;0;1;0;hsa-miR-584-5p;0,0041;0,0302;0,2084;-0,13;-0,13;"N/A
"
DNAH5;ENST00000265104.4;dynein, axonemal, heavy chain 5 ;5;1;1;0;0;0;hsa-miR-584-5p;0,0054;0,0397;0,2724;-0,13;-0,13;"N/A
"
PPP1R3B;ENST00000310455.3;protein phosphatase 1, regulatory subunit 3B ;20;1;0;1;0;0;hsa-miR-584-5p;0,0029;0,021;0,1386;-0,13;-0,13;"N/A
"
ZNF284;ENST00000421176.3;zinc finger protein 284 ;42;2;0;2;0;0;hsa-miR-584-5p;0,0049;0,0357;0,2459;-0,13;-0,22;"N/A
"
CGGBP1;ENST00000309534.6;CGG triplet repeat binding protein 1 ;990;2;0;2;0;0;hsa-miR-584-5p;0,0026;0,0189;0,1262;-0,13;-0,24;"N/A
"
ULBP3;ENST00000367339.2;UL16 binding protein 3 ;64;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0171;0,1118;-0,13;-0,15;"N/A
"
HOMER2;ENST00000450735.2;homer homolog 2 (Drosophila) ;12;1;0;1;0;0;hsa-miR-584-5p;0,0012;0,009;0,063;-0,13;-0,13;"N/A
"
KIFC2;ENST00000301331.5;kinesin family member C2 ;101;1;0;0;1;0;hsa-miR-584-5p;0,0027;0,0197;0,1291;-0,13;-0,13;"N/A
"
RAB6C;ENST00000410061.2;RAB6C, member RAS oncogene family ;5;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0104;0,0721;-0,13;-0,13;"N/A
"
MED9;ENST00000268711.3;mediator complex subunit 9 ;256;1;1;0;0;0;hsa-miR-584-5p;0,0019;0,014;0,0949;-0,13;-0,13;"N/A
"
RECQL5;ENST00000423245.2;RecQ protein-like 5 ;129;1;0;1;0;0;hsa-miR-584-5p;0,0028;0,02;0,1337;-0,13;-0,13;"N/A
"
FREM1;ENST00000380881.4;FRAS1 related extracellular matrix 1 ;25;1;1;0;0;0;hsa-miR-584-5p;0,0027;0,0198;0,131;-0,13;-0,16;"N/A
"
CAND1;ENST00000545606.1;cullin-associated and neddylation-dissociated 1 ;1568;4;2;0;2;1;hsa-miR-584-5p;0,005;0,0366;0,251;-0,13;-0,4;"N/A
"
TMCO6;ENST00000252100.6;transmembrane and coiled-coil domains 6 ;204;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0083;0,058;-0,12;-0,12;"N/A
"
EHHADH;ENST00000231887.3;enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase ;150;1;0;0;1;0;hsa-miR-584-5p;0,0066;0,0474;0,2964;-0,12;-0,12;"N/A
"
ST8SIA3;ENST00000324000.3;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 ;5;1;0;0;1;0;hsa-miR-584-5p;0,007;0,0514;0,3597;-0,12;-0,12;"N/A
"
PMEPA1;ENST00000341744.3;prostate transmembrane protein, androgen induced 1 ;736;1;1;0;0;0;hsa-miR-584-5p;0,0033;0,0239;0,1424;-0,12;-0,21;"N/A
"
TAF1L;ENST00000242310.4;TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like ;5;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,011;0,0769;-0,12;-0,12;"N/A
"
TNPO1;ENST00000337273.5;transportin 1 ;2041;1;0;1;0;0;hsa-miR-584-5p;0,0035;0,0255;0,1758;-0,12;-0,12;"N/A
"
SERTM1;ENST00000315190.3;serine-rich and transmembrane domain containing 1 ;12;1;0;0;1;0;hsa-miR-584-5p;0,0027;0,0197;0,1296;-0,12;-0,12;"N/A
"
CD151;ENST00000322008.4;CD151 molecule (Raph blood group) ;13919;1;0;0;1;0;hsa-miR-584-5p;0,0021;0,0152;0,1051;-0,12;-0,12;"N/A
"
ZYG11B;ENST00000294353.6;zyg-11 family member B, cell cycle regulator ;975;1;0;1;0;0;hsa-miR-584-5p;0,0068;0,0493;0,3161;-0,12;-0,12;"N/A
"
FAM175B;ENST00000298492.5;family with sequence similarity 175, member B ;525;2;0;1;1;0;hsa-miR-584-5p;0,003;0,0221;0,1423;-0,12;-0,15;"N/A
"
KLHL26;ENST00000300976.4;kelch-like family member 26 ;238;1;0;1;0;0;hsa-miR-584-5p;0,002;0,0148;0,1011;-0,12;-0,12;"N/A
"
CPA3;ENST00000296046.3;carboxypeptidase A3 (mast cell) ;5;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0088;0,0616;-0,12;-0,12;"N/A
"
LPAR5;ENST00000329858.4;lysophosphatidic acid receptor 5 ;5;1;0;1;0;1;hsa-miR-584-5p;0,0031;0,0227;0,1562;-0,12;-0,12;"N/A
"
RALBP1;ENST00000383432.3;ralA binding protein 1 ;134;1;1;0;0;0;hsa-miR-584-5p;0,0036;0,0259;0,164;-0,12;-0,12;"N/A
"
SIDT1;ENST00000264852.4;SID1 transmembrane family, member 1 ;5;1;0;1;0;1;hsa-miR-584-5p;0,0044;0,0321;0,2137;-0,12;-0,12;"N/A
"
TMEM87A;ENST00000389834.4;transmembrane protein 87A ;52;1;0;0;1;0;hsa-miR-584-5p;0,0035;0,0253;0,1638;-0,12;-0,12;"N/A
"
METTL5;ENST00000410097.1;methyltransferase like 5 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0103;0,0719;-0,12;-0,12;"N/A
"
ZC3H8;ENST00000409573.2;zinc finger CCCH-type containing 8 ;216;2;0;1;1;0;hsa-miR-584-5p;0,0025;0,0182;0,1278;-0,12;-0,19;"N/A
"
USP8;ENST00000396444.3;ubiquitin specific peptidase 8 ;109;1;0;1;0;0;hsa-miR-584-5p;0,0027;0,0195;0,1291;-0,12;-0,14;"N/A
"
RB1;ENST00000267163.4;retinoblastoma 1 ;1891;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,023;0,1575;-0,12;-0,12;"N/A
"
PTPN4;ENST00000263708.2;protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) ;215;2;0;2;0;1;hsa-miR-584-5p;0,0077;0,0558;0,3733;-0,12;-0,16;"N/A
"
FGFR1OP2;ENST00000546072.1;FGFR1 oncogene partner 2 ;104;1;0;0;1;0;hsa-miR-584-5p;0,0017;0,0126;0,086;-0,12;-0,17;"N/A
"
RAB23;ENST00000317483.3;RAB23, member RAS oncogene family ;32;1;1;0;0;0;hsa-miR-584-5p;0,0039;0,0282;0,1768;-0,12;-0,31;"N/A
"
POU6F2;ENST00000518318.2;POU class 6 homeobox 2 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0034;0,025;0,1726;-0,12;-0,12;"N/A
"
MAP3K5;ENST00000359015.4;mitogen-activated protein kinase kinase kinase 5 ;46;1;0;0;1;0;hsa-miR-584-5p;0,0016;0,0117;0,0804;-0,12;-0,12;"N/A
"
TUBGCP3;ENST00000261965.3;tubulin, gamma complex associated protein 3 ;22;1;0;0;1;0;hsa-miR-584-5p;0,0047;0,0335;0,2041;-0,12;-0,12;"N/A
"
CCDC132;ENST00000305866.5;coiled-coil domain containing 132 ;201;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0132;0,0926;-0,12;-0,12;"N/A
"
PKD2;ENST00000237596.2;polycystic kidney disease 2 (autosomal dominant) ;915;1;1;0;0;1;hsa-miR-584-5p;0,005;0,0364;0,2449;-0,12;-0,12;"N/A
"
TMEM78;ENST00000323223.2;transmembrane protein 78 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0133;0,0904;-0,12;-0,12;"N/A
"
PIGO;ENST00000298004.5;phosphatidylinositol glycan anchor biosynthesis, class O ;152;1;0;0;1;0;hsa-miR-584-5p;0,0034;0,0249;0,1701;-0,12;-0,13;"N/A
"
LARP1;ENST00000336314.4;La ribonucleoprotein domain family, member 1 ;4979;1;0;0;1;1;hsa-miR-584-5p;0,0044;0,0318;0,2158;-0,12;-0,12;"N/A
"
RBM46;ENST00000514866.1;RNA binding motif protein 46 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0021;0,0155;0,1047;-0,12;-0,12;"N/A
"
ZNF208;ENST00000397126.4;zinc finger protein 208 ;0;2;1;1;0;1;hsa-miR-584-5p;0,0075;0,0545;0,351;-0,12;-0,12;"N/A
"
CCDC103;ENST00000417826.2;coiled-coil domain containing 103 ;72;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0106;0,0736;-0,12;-0,12;"N/A
"
SRSF10;ENST00000343255.5;serine/arginine-rich splicing factor 10 ;1920;2;0;0;2;0;hsa-miR-584-5p;0,0064;0,0466;0,3106;-0,12;-0,13;"N/A
"
DTL;ENST00000366991.4;denticleless E3 ubiquitin protein ligase homolog (Drosophila) ;883;1;0;0;1;1;hsa-miR-584-5p;0,0036;0,0262;0,1753;-0,12;-0,12;"N/A
"
SLC39A10;ENST00000409086.3;solute carrier family 39 (zinc transporter), member 10 ;511;1;0;0;1;0;hsa-miR-584-5p;0,0048;0,0353;0,242;-0,12;-0,12;"N/A
"
STRN;ENST00000263918.4;striatin, calmodulin binding protein ;476;2;0;2;0;1;hsa-miR-584-5p;0,0033;0,024;0,1698;-0,12;-0,13;"N/A
"
CCDC117;ENST00000249064.4;coiled-coil domain containing 117 ;211;1;1;0;0;0;hsa-miR-584-5p;0,001;0,007;0,0496;-0,12;-0,15;"N/A
"
TRAF6;ENST00000526995.1;TNF receptor-associated factor 6, E3 ubiquitin protein ligase ;91;1;1;0;0;3;hsa-miR-584-5p;0,0031;0,0228;0,154;-0,12;-0,22;"N/A
"
PDE10A;ENST00000366882.1;phosphodiesterase 10A ;371;1;1;0;0;2;hsa-miR-584-5p;0,0052;0,0375;0,2485;-0,12;-0,17;"N/A
"
GDNF;ENST00000326524.2;glial cell derived neurotrophic factor ;7;1;0;1;0;0;hsa-miR-584-5p;0,0039;0,0282;0,1871;-0,12;-0,12;"N/A
"
CXCL5;ENST00000296027.4;chemokine (C-X-C motif) ligand 5 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0021;0,0157;0,1052;-0,12;-0,12;"N/A
"
ZNF99;ENST00000596209.1;zinc finger protein 99 ;0;2;0;2;0;0;hsa-miR-584-5p;0,0064;0,0467;0,3283;-0,12;-0,12;"N/A
"
BACH1;ENST00000286800.3;BTB and CNC homology 1, basic leucine zipper transcription factor 1 ;273;1;0;0;1;1;hsa-miR-584-5p;0,0066;0,0485;0,3336;-0,12;-0,12;"N/A
"
AAR2;ENST00000320849.4;AAR2 splicing factor homolog (S. cerevisiae) ;74;1;0;1;0;0;hsa-miR-584-5p;0,0021;0,0153;0,1031;-0,12;-0,12;"N/A
"
EXPH5;ENST00000265843.4;exophilin 5 ;49;1;1;0;0;1;hsa-miR-584-5p;0,0071;0,0514;0,3226;-0,12;-0,14;"N/A
"
PIGM;ENST00000368090.2;phosphatidylinositol glycan anchor biosynthesis, class M ;179;1;1;0;0;0;hsa-miR-584-5p;0,007;0,0494;0,2767;-0,12;-0,22;"N/A
"
NUDT5;ENST00000491614.1;nudix (nucleoside diphosphate linked moiety X)-type motif 5 ;808;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,018;0,1238;-0,12;-0,12;"N/A
"
FAM154A;ENST00000380530.1;family with sequence similarity 154, member A ;5;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0145;0,102;-0,12;-0,12;"N/A
"
SAMD10;ENST00000369886.3;sterile alpha motif domain containing 10 ;45;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,008;0,0568;-0,12;-0,12;"N/A
"
RASEF;ENST00000376447.3;RAS and EF-hand domain containing ;298;2;0;0;2;0;hsa-miR-584-5p;0,0057;0,0416;0,269;-0,12;-0,12;"N/A
"
ERVMER34-1;ENST00000443173.1;endogenous retrovirus group MER34, member 1 ;28;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0097;0,0678;-0,12;-0,12;"N/A
"
CCDC28A;ENST00000332797.6;coiled-coil domain containing 28A ;543;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0102;0,0708;-0,12;-0,12;"N/A
"
OCRL;ENST00000371113.4;oculocerebrorenal syndrome of Lowe ;818;1;0;1;0;3;hsa-miR-584-5p;0,0044;0,0321;0,2249;-0,12;-0,12;"N/A
"
TAB2;ENST00000367456.1;TGF-beta activated kinase 1/MAP3K7 binding protein 2 ;1129;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,0112;0,0794;-0,12;-0,12;"N/A
"
CCND1;ENST00000227507.2;cyclin D1 ;4687;1;0;0;1;0;hsa-miR-584-5p;0,0039;0,0289;0,2014;-0,12;-0,13;"N/A
"
COL6A1;ENST00000361866.3;collagen, type VI, alpha 1 ;2518;1;0;1;0;0;hsa-miR-584-5p;0,0009;0,0066;0,0468;-0,12;-0,12;"N/A
"
RORA;ENST00000335670.6;RAR-related orphan receptor A ;102;1;1;0;0;0;hsa-miR-584-5p;0,006;0,0433;0,2857;-0,12;-0,14;"N/A
"
RAB9B;ENST00000243298.2;RAB9B, member RAS oncogene family ;21;1;0;0;1;0;hsa-miR-584-5p;0,0042;0,0309;0,206;-0,12;-0,12;"N/A
"
HAUS6;ENST00000380502.3;HAUS augmin-like complex, subunit 6 ;24;1;0;0;1;0;hsa-miR-584-5p;0,0037;0,0267;0,1771;-0,12;-0,12;"N/A
"
LPHN3;ENST00000512091.2;latrophilin 3 ;93;1;1;0;0;0;hsa-miR-584-5p;0,0037;0,0271;0,177;-0,12;-0,12;"N/A
"
SC5D;ENST00000264027.4;sterol-C5-desaturase ;1299;2;1;0;1;1;hsa-miR-584-5p;0,0024;0,0174;0,125;-0,12;-0,33;"N/A
"
FUNDC2;ENST00000369498.3;FUN14 domain containing 2 ;130;1;1;0;0;0;hsa-miR-584-5p;0,0034;0,0244;0,1419;-0,12;-0,32;"N/A
"
PARP8;ENST00000503750.2;poly (ADP-ribose) polymerase family, member 8 ;80;1;0;1;0;1;hsa-miR-584-5p;0,0031;0,0224;0,1522;-0,12;-0,18;"N/A
"
SLC37A3;ENST00000447932.2;solute carrier family 37, member 3 ;86;2;0;0;2;0;hsa-miR-584-5p;0,0018;0,0129;0,0928;-0,12;-0,12;"N/A
"
PUM1;ENST00000424085.2;pumilio RNA-binding family member 1 ;202;1;0;1;0;0;hsa-miR-584-5p;0,0013;0,0096;0,0667;-0,12;-0,13;"N/A
"
GIT2;ENST00000355312.3;G protein-coupled receptor kinase interacting ArfGAP 2 ;924;1;0;1;0;1;hsa-miR-584-5p;0,0037;0,0267;0,1806;-0,12;-0,12;"N/A
"
CEP41;ENST00000223208.5;centrosomal protein 41kDa ;346;2;0;1;1;0;hsa-miR-584-5p;0,0035;0,0252;0,1676;-0,12;-0,35;"N/A
"
SOCS6;ENST00000397942.3;suppressor of cytokine signaling 6 ;140;1;0;1;0;0;hsa-miR-584-5p;0,0076;0,055;0,3632;-0,12;-0,15;"N/A
"
CCSAP;ENST00000366687.1;centriole, cilia and spindle-associated protein ;1210;1;0;1;0;0;hsa-miR-584-5p;0,0037;0,0269;0,1892;-0,12;-0,12;"N/A
"
PDE8A;ENST00000310298.4;phosphodiesterase 8A ;183;1;0;0;1;0;hsa-miR-584-5p;0,0031;0,022;0,1368;-0,12;-0,17;"N/A
"
RNF128;ENST00000324342.3;ring finger protein 128, E3 ubiquitin protein ligase ;17;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0181;0,1262;-0,12;-0,12;"N/A
"
PTAR1;ENST00000377200.5;protein prenyltransferase alpha subunit repeat containing 1 ;161;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0175;0,1216;-0,12;-0,12;"N/A
"
CHP2;ENST00000300113.2;calcineurin-like EF-hand protein 2 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,0173;0,1148;-0,12;-0,12;"N/A
"
HSD11B1;ENST00000367028.2;hydroxysteroid (11-beta) dehydrogenase 1 ;61;1;1;0;0;1;hsa-miR-584-5p;0,001;0,0068;0,0423;-0,11;-0,6;"N/A
"
LMO3;ENST00000354662.1;LIM domain only 3 (rhombotin-like 2) ;7;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,019;0,1236;-0,11;-0,17;"N/A
"
GJA3;ENST00000241125.3;gap junction protein, alpha 3, 46kDa ;244;1;0;0;1;2;hsa-miR-584-5p;0,0061;0,0444;0,2997;-0,11;-0,13;"N/A
"
ZNF180;ENST00000391956.4;zinc finger protein 180 ;195;1;0;1;0;1;hsa-miR-584-5p;0,0032;0,0231;0,1595;-0,11;-0,22;"N/A
"
FUBP1;ENST00000370767.1;far upstream element (FUSE) binding protein 1 ;2021;2;1;0;1;1;hsa-miR-584-5p;0,0042;0,0305;0,1993;-0,11;-0,32;"N/A
"
ZNF546;ENST00000347077.4;zinc finger protein 546 ;44;1;1;0;0;1;hsa-miR-584-5p;0,0077;0,0559;0,3786;-0,11;-0,18;"N/A
"
PRKAA1;ENST00000397128.2;protein kinase, AMP-activated, alpha 1 catalytic subunit ;1415;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,0188;0,1278;-0,11;-0,12;"N/A
"
ZNF512B;ENST00000369888.1;zinc finger protein 512B ;8;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0128;0,0874;-0,11;-0,11;"N/A
"
MYF5;ENST00000228644.3;myogenic factor 5 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0068;0,0481;-0,11;-0,11;"N/A
"
RAB27A;ENST00000396307.2;RAB27A, member RAS oncogene family ;181;1;0;0;1;0;hsa-miR-584-5p;0,0047;0,0341;0,233;-0,11;-0,12;"N/A
"
GXYLT1;ENST00000398675.3;glucoside xylosyltransferase 1 ;126;1;0;0;1;0;hsa-miR-584-5p;0,003;0,0216;0,1458;-0,11;-0,11;"N/A
"
KLHL29;ENST00000486442.1;kelch-like family member 29 ;414;1;0;1;0;0;hsa-miR-584-5p;0,0035;0,0258;0,1793;-0,11;-0,11;"N/A
"
RSPRY1;ENST00000394420.4;ring finger and SPRY domain containing 1 ;735;1;0;1;0;0;hsa-miR-584-5p;0,0016;0,0117;0,082;-0,11;-0,11;"N/A
"
SLC7A14;ENST00000231706.5;solute carrier family 7, member 14 ;5;3;1;1;1;0;hsa-miR-584-5p;0,0079;0,057;0,3703;-0,11;-0,11;"N/A
"
CLEC2D;ENST00000261340.7;C-type lectin domain family 2, member D ;11;1;0;1;0;2;hsa-miR-584-5p;0,0055;0,0407;0,2852;-0,11;-0,22;"N/A
"
LPAR1;ENST00000374431.3;lysophosphatidic acid receptor 1 ;2111;1;0;0;1;0;hsa-miR-584-5p;0,0038;0,0277;0,1778;-0,11;-0,12;"N/A
"
PLEKHA8;ENST00000449726.1;pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 ;661;1;0;0;1;0;hsa-miR-584-5p;0,0052;0,0373;0,2369;-0,11;-0,12;"N/A
"
ZNF318;ENST00000361428.2;zinc finger protein 318 ;113;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0175;0,1176;-0,11;-0,14;"N/A
"
ALG10B;ENST00000308742.4;ALG10B, alpha-1,2-glucosyltransferase ;471;2;0;1;1;0;hsa-miR-584-5p;0,0083;0,0605;0,4075;-0,11;-0,12;"N/A
"
CDC42EP3;ENST00000295324.3;CDC42 effector protein (Rho GTPase binding) 3 ;1749;2;0;1;1;1;hsa-miR-584-5p;0,0038;0,0275;0,1852;-0,11;-0,2;"N/A
"
CLDND1;ENST00000341181.6;claudin domain containing 1 ;24;2;0;0;2;0;hsa-miR-584-5p;0,0023;0,0168;0,1143;-0,11;-0,23;"N/A
"
OPCML;ENST00000331898.7;opioid binding protein/cell adhesion molecule-like ;5;1;0;1;0;1;hsa-miR-584-5p;0,0041;0,0296;0,1985;-0,11;-0,11;"N/A
"
SLC5A2;ENST00000330498.3;solute carrier family 5 (sodium/glucose cotransporter), member 2 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0065;0,0464;-0,11;-0,11;"N/A
"
NLRP3;ENST00000391828.3;NLR family, pyrin domain containing 3 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0021;0,0154;0,1038;-0,11;-0,11;"N/A
"
SNN;ENST00000329565.5;stannin ;663;1;0;1;0;0;hsa-miR-584-5p;0,002;0,0147;0,1016;-0,11;-0,11;"N/A
"
RP11-1220K2.2;ENST00000477922.3;Putative inactive maltase-glucoamylase-like protein LOC93432  ;5;1;0;1;0;0;hsa-miR-584-5p;0,0041;0,03;0,2129;-0,11;-0,11;"N/A
"
GPRIN3;ENST00000609438.1;GPRIN family member 3 ;213;2;1;1;0;0;hsa-miR-584-5p;0,0079;0,0574;0,3822;-0,11;-0,11;"N/A
"
AIMP1;ENST00000394701.4;aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 ;740;1;1;0;0;1;hsa-miR-584-5p;0,0025;0,0181;0,1113;-0,11;-0,37;"N/A
"
FAM105B;ENST00000284274.4;family with sequence similarity 105, member B ;247;2;0;1;1;0;hsa-miR-584-5p;0,002;0,015;0,1045;-0,11;-0,16;"N/A
"
