lineNo;assgNo;prevFixDur;firstfixDur;firstPassFixDur;nextFixDur;firstSaccLen;lastSaccLen;prevFixPos;landingPos;leavingPos;totalFixDur;meanFixDur;regressLen;regressDur;pupilDiamMax;pupilDiamLag;timePrtctg;titleNo;wordNo;target
7821;240;219;179;279;219;571.7049;243.4184;706.785;132.9069;126.8562;179;89.5;715;916;0.1181;-0.0204;0.0171;4;1;0
307;9;99;119;258;80;155.6478;184.5644;92.4446;60.6012;66.9795;258;129;0;516;0.1624;0.1059;0.0331;9;3;0
1731;54;239;99;198;80;170;202;195.3586;75.5414;84.2882;198;99;0;0;0.2758;0.1784;0.0327;7;1;0
8804;278;139;258;258;179;155.4638;825.7471;171.0468;21.8403;16.5;258;258;0;258;0.1788;0.1183;0.0344;10;6;0
3643;113;238;199;199;139;129.0659;197.0159;60.8358;76.0953;92.5972;199;199;0;0;-0.0765;0.2405;0.0572;6;3;0
2540;78;179;199;199;219;153.5008;273.2018;313.8057;159.5384;169.6828;219;219;17872;4343;0.7675;0.948;0.0055;5;1;0
7956;247;99;199;279;199;139.5036;241.4591;160.0781;12.51;20.5183;279;139.5;0;0;0.1183;0.2848;0.1691;1;4;0
10886;336;99;139;139;179;148.0076;465.758;106.3015;37.1214;37.2592;139;139;1551;0;0.127;0.1315;0.0119;1;7;0
1244;39;99;139;139;119;198.4452;69.8033;189.1719;28.2931;23.0054;139;139;2342;238;0.0197;0.1592;0.05;4;3;0
8367;262;179;199;199;80;100.0012;51.6188;85.1587;21.8403;35.7946;199;199;0;0;0.3012;0.5452;0.0848;1;3;0
4046;130;179;139;139;159;274.5073;113.5473;306.1242;37.4433;39.0512;139;139;0;139;0.2446;0.3241;0.0128;10;1;0
4144;133;139;179;179;80;156.1802;101.0371;103.0437;63.7828;77.1038;179;179;0;179;0.1385;0.128;0.0128;1;2;0
3148;96;239;299;299;179;311.6637;59.4643;358.1089;38.9166;86.0058;299;299;0;0;-0.6769;0.4836;0.0385;4;1;0
3675;115;80;80;80;80;157.6959;320.6513;63.6946;94.0479;82.887;80;80;0;0;0.1895;0.2135;0.0163;4;2;0
1506;45;258;239;239;318;104.1453;125.1259;40.2492;71.5891;84.3356;80;80;9184;438;0.1111;0.0606;0.0126;7;5;0
10906;336;179;100;100;99;184.1962;146.6024;124.1451;63.5;60.2516;100;100;0;0;-0.0165;0.1465;0.0085;5;3;0
5202;157;139;239;239;179;99.8123;79.5016;57.9828;131.9555;152.2145;239;239;0;0;0.1168;0.1753;0.0246;6;4;0
2877;87;199;120;120;20;129.4314;109.3446;128.3511;46.5027;48.9745;180;180;1334;219;1.9487;1.9487;0.0231;2;4;0
3676;115;80;80;80;119;320.6513;462.4722;281;40.7001;31.1207;80;80;0;0;0.1895;0.2135;0.0163;4;6;0
9293;289;239;80;80;159;468.3418;161.3978;604.8347;135.1814;132.599;139;139;4969;438;0.1387;0.2842;0.0067;8;1;0
4872;149;239;139;139;119;119.827;175.0893;56.3028;65.5687;65.9735;278;278;795;1690;0.1756;0.2786;0.0316;2;3;0
5957;177;298;199;199;179;123.3876;53.0094;106.2309;23.5478;19.5256;199;199;179;0;0.1711;0.3381;0.0311;5;3;0
2636;79;0;20;20;239;64.5949;125.8223;93.4933;37.7127;50.6582;179;179;657;279;0.3085;0.2455;0.019;4;2;0
9151;287;179;219;219;80;513.5197;128.001;416.5297;95.2169;93.512;219;219;0;0;0.1187;0.1812;0.0224;4;5;0
2913;89;120;20;20;179;850.245;973.2801;217.8073;1010.9457;1002.499;20;20;0;0;0.7642;0.9212;0.003;4;2;0
5606;167;298;298;298;258;189.0165;127.5088;169.6732;38.1903;34.2126;298;298;576;278;0.3155;0.35;0.02;1;6;0
5833;173;199;239;239;258;108.0116;291.776;68.884;44.8135;42.547;239;239;0;0;0.237;0.0975;0.043;2;4;0
5918;176;139;159;159;139;215.0052;628.7394;161.0124;60.2536;66.6521;159;159;0;0;0.1121;0.0591;0.0207;2;6;0
10171;310;99;119;119;80;125.5807;162.8381;48.3735;73.2069;78.1553;119;119;0;0;0.1572;0.2032;0.0153;5;2;0
3016;92;379;279;279;419;86.0712;116.2723;49.2037;73.0068;72.5069;279;279;0;0;1.7096;1.5351;0.0367;3;3;0
9028;284;139;80;179;199;184.34;93.771;213.3776;35.0892;37.4066;179;89.5;716;0;0.1757;0.2257;0.021;2;3;0
5869;174;119;239;736;199;100.7435;733.0921;83.0241;26.9258;247.3181;378;189;1751;378;0.0775;0.0305;0.038;3;5;0
10597;324;80;139;139;179;184.8276;249.2007;145.7155;53.4649;74.3001;139;139;179;0;0.4267;0.4452;0.0242;9;7;0
10622;326;80;179;179;239;110;309.7325;46.6905;61.6299;77.1184;179;179;0;0;0.0342;0.1167;0.0662;3;4;0
5134;155;179;219;219;119;97;144.17;75.7166;64.5174;83.4701;219;219;0;0;0.0693;0.3358;0.0197;7;5;0
7900;244;159;80;80;239;114.0537;325.9149;91.5915;26.4622;27.3907;80;80;0;0;0.3218;0.3273;0.0359;2;4;0
2802;85;160;159;159;179;233.0161;89.0351;202.2004;64.9038;51.5606;159;159;0;0;1.2187;1.3232;0.0144;8;5;0
2251;72;359;239;239;199;150.5033;193.0317;120.669;47.1222;83.2301;239;239;0;0;-0.1566;0.0839;0.036;3;2;0
6799;203;99;119;119;219;146.1651;578.2173;59.4138;86.5867;141.5433;397;132.3333;417;337;0.2489;0.3379;0.0408;9;6;0
8842;279;139;139;139;80;229.2477;345.3259;156.0801;69.7209;58.228;139;139;0;0;0.0193;0.0958;0.0173;7;5;0
4507;139;159;199;199;179;124.5361;171.4563;82.0792;69.5072;72.6705;199;199;0;398;-0.0393;0.1882;0.0519;3;1;0
9592;296;159;179;179;159;245.1989;151.5008;313.1932;71.437;91.6038;179;179;0;577;0.0761;0.0386;0.0201;2;1;0
9546;294;119;199;199;159;406.9843;296.5611;537.0177;133.0338;126.223;199;199;0;0;0.3191;0.6081;0.0334;8;2;0
8364;262;119;199;199;179;178.7358;30.7002;165.0515;25.045;43.6406;199;199;0;0;0.1847;0.4052;0.0848;2;2;0
220;6;139;80;80;179;241.5186;494.1225;233.0193;13.6473;5;80;80;0;0;0.103;0.8065;0.0108;7;4;0
5571;166;199;139;139;238;191;221.6529;154.6351;50.3612;87.9275;239;119.5;656;239;0.106;0.494;0.0179;6;2;0
5934;176;199;338;338;99;264.0573;547.7958;179.0028;92.5486;50.4876;338;338;0;0;0.0961;0.3901;0.044;6;6;0
9964;306;99;179;179;80;162.0031;159.6598;241.6154;91.0014;94.6903;179;179;0;1112;0.2;0.246;0.012;5;1;0
7047;214;119;159;159;278;114.4246;288.1189;43.4166;76.9025;87.9119;159;159;0;0;-0.0312;0.1698;0.05;1;4;0
3667;114;239;119;119;238;298.0759;107.3336;376.5222;85.1499;83.4341;119;119;0;238;0.287;0.287;0.0372;2;1;0
8975;282;139;159;159;179;187.1069;331.425;227.1409;40.9542;42.7229;99;99;0;99;0.1307;0.0377;0.0143;10;1;0
10147;309;99;179;179;99;172.1918;231.0779;203.4945;34.7311;40.5617;179;179;0;0;0.3242;0.3397;0.0212;9;1;0
9972;306;199;80;80;80;622.761;263.7698;731.4602;111.2621;123.9758;119;119;0;1431;0.197;0.4915;0.008;7;1;0
10136;309;119;139;139;80;156.2314;153.5814;147.1224;13.4629;13.6565;139;139;0;0;-0.1108;0.1837;0.0165;6;4;0
10535;321;80;139;139;80;293.1092;176.8679;210.1928;73.4932;69.1755;179;179;1630;318;-0.0533;0.1057;0.0178;4;3;0
51;2;258;258;258;219;225.0028;26.0048;221.7205;21.1896;33.8895;258;258;0;0;0.0935;0.0985;0.0241;4;3;0
6636;197;99;159;159;80;580.8548;333.5375;573.7334;8.3217;18.0278;159;159;0;159;0.2091;0.1795;0.0299;5;2;0
7105;216;99;159;239;179;177.6042;89.2328;270.3794;98.6027;99.5804;239;119.5;0;318;0.1151;0.0781;0.0557;9;1;0
3717;117;139;80;80;139;29.5169;218.2441;19.105;32.0156;15.0416;80;80;0;0;0.4406;0.2636;0.0228;3;2;0
1565;47;139;139;298;219;342.7922;143.5871;408.7248;76.6893;47.9296;298;149;0;0;0.0841;0.1426;0.0368;6;1;0
10821;333;99;139;139;99;141.8529;172.5877;109.11;36.0347;47.3207;139;139;517;0;0.0365;0.1595;0.022;6;2;0
3199;98;319;20;20;199;89.9389;119.0851;131.5751;63.1862;71.0862;518;518;0;0;0.9836;0.9836;0.0365;1;3;0
7791;240;139;139;139;80;506.0089;160.8182;532.9034;46.4004;45.401;99;99;3639;80;0.0801;0.1526;0.0094;4;2;0
204;6;298;139;139;99;136.7644;254.5781;95.0474;44.2295;58.0517;139;139;0;0;0.101;0.0455;0.0187;3;2;0
116;4;139;278;278;80;182.5829;109.0046;276.029;92.5014;98;278;278;0;1112;0.0895;0.147;0.0351;7;1;0
6800;203;159;80;240;99;578.2173;244.6002;617.0008;44.365;57.1358;99;99;1134;298;0.1699;0.3379;0.0102;9;3;0
3139;96;199;259;259;120;96.3146;166.818;56.356;66.3871;92.8574;259;259;0;0;1.0991;1.1741;0.0333;1;4;0
10719;329;119;159;319;139;207.5488;250.0125;126.0992;81.1942;65.622;319;106.3333;0;0;0.006;0.2015;0.0561;5;3;0
2140;68;199;20;20;439;127.4402;136.3607;131.9129;4.3012;7.8102;20;20;0;0;0.5789;2.3504;0.0047;4;3;0
7343;225;99;139;139;99;159.8452;241.1327;77.1751;115.2313;81.5874;180;90;477;180;0.0208;0.1113;0.018;4;3;0
6011;178;119;219;219;99;213.9585;778.0214;184.0435;28.1514;18.4391;219;219;0;0;-0.0139;0.0886;0.0163;4;8;0
764;23;80;80;80;179;193.5885;121.2322;181.4966;14.9164;16.6208;80;80;0;0;0.0776;0.1296;0.0123;1;2;0
10636;327;119;139;139;179;288.0508;139.5797;311.4884;56.5265;47.3207;139;139;0;0;0.1452;0.1357;0.0443;4;2;0
6200;183;139;139;139;139;56.5354;701.428;16.4924;38.5032;49.5;139;139;0;0;0.1946;0.1896;0.0133;1;7;0
8350;261;219;338;338;219;109.573;88.5127;101.2373;71.5437;66.0019;139;139;697;0;0.3884;0.3339;0.0227;7;1;0
6199;183;179;139;139;139;128.0625;56.5354;39.5601;88.4562;89.0126;139;139;0;0;0.1946;0.1896;0.0133;1;6;0
3146;96;339;199;199;239;89.0505;111.7016;70;93.3876;86.885;199;199;0;0;-0.1409;-0.0299;0.0256;3;3;0
9311;289;99;119;119;99;172.9227;250.7494;268.2107;114.8564;99.8624;179;179;3938;536;0.1482;0.1522;0.0086;6;2;0
3739;118;99;119;119;199;209.571;67.9283;225.5238;36.5855;20.8866;119;119;199;0;0.0468;0.4338;0.037;6;2;0
4808;148;179;139;139;219;783.0704;158.0008;842.0594;68.9384;48.0026;259;259;1492;398;0.3161;0.3161;0.0148;4;2;0
3362;102;99;99;99;119;199.6509;414.9584;264.7508;70.5762;68.9656;99;99;0;0;-0.05;0.237;0.0177;10;1;0
454;14;457;139;139;298;154.9653;49.6639;130.679;79.6068;84.0372;139;139;0;0;0.0823;0.0958;0.0164;4;1;0
2232;71;458;379;379;219;191.654;233.0263;207.8702;81.9054;44.2945;379;379;398;179;1.4619;2.7764;0.0561;4;4;0
5034;153;139;139;139;199;126.0724;848.6849;64.3273;61.3861;85.5365;139;139;0;0;0.2981;0.4211;0.0116;8;8;0
5005;153;239;219;219;338;724.1768;133.0423;742.0168;34.3001;40.942;159;159;0;537;0.0971;0.0726;0.0133;1;2;0
4914;150;239;199;199;199;236.3906;100.6541;258.5208;18.4391;33.0341;278;278;516;278;0.0411;0.2116;0.025;2;1;0
6462;191;80;179;179;239;192.2531;613.2889;134.3726;59.7537;42.3615;179;179;0;0;0.1479;0.0939;0.0383;3;5;0
5296;159;159;278;278;199;58.8154;179.2017;78.7464;118.4451;119.9854;99;99;477;377;0.0798;0.1393;0.0072;7;5;0
6160;181;139;179;179;99;199.2699;372.6342;192.5097;2.0616;3;179;179;0;0;0.3716;0.7781;0.021;9;5;0
7107;216;99;159;239;179;98.1122;232.5048;103.8557;98.1033;79.404;179;179;0;318;0.0871;0.1316;0.0417;9;1;0
9898;304;100;219;219;139;99.193;139.4794;98.4937;37.3965;39.6295;199;199;139;1194;0.038;0.1205;0.0161;3;3;0
5135;155;219;119;119;199;144.17;131.6368;119.5408;58.5171;56.6149;119;119;0;100;0.1538;0.3358;0.0107;7;6;0
5866;174;179;179;179;139;111.0281;101.7767;55.0364;56.1093;63.2475;179;179;557;557;0.127;0.092;0.018;3;2;0
877;27;99;219;219;80;99.6657;100.0612;18.0278;86.0233;85.5;219;219;995;0;0.0369;0.1469;0.051;3;3;0
5322;160;239;179;179;139;211.1333;84.0907;141.9049;79.3757;94.9645;179;179;0;0;0.1487;0.3512;0.0441;2;3;0
9418;292;80;239;239;139;425.4703;153.8343;463.3757;128.1425;128.7109;239;239;0;0;0.0946;0.1531;0.0479;1;1;0
1408;43;258;239;338;179;195.075;170.5;241.0332;51.6841;74.2849;179;89.5;834;0;0.1112;0.2327;0.0148;8;1;0
10646;327;99;99;99;139;161.311;305.3936;177.5894;12.5897;23.4094;99;99;0;0;0.0572;0.0572;0.0315;7;3;0
4927;150;259;139;139;139;101.4938;105.5746;35.5106;67.8178;63.9414;179;179;497;179;0.1121;0.1211;0.0161;5;3;0
609;19;80;179;179;139;207.9663;192.5234;333.5461;136.1552;140.1517;179;179;0;358;0.0738;0.3303;0.0402;3;2;0
127;4;119;139;139;338;113.5837;177.9129;17.2627;94.2245;86.7828;139;139;1947;417;0.0775;0.2875;0.0175;5;5;0
4236;134;179;99;238;219;110.6368;356.1685;46.8188;68.9638;65.0577;139;139;1612;0;0.03;0.0435;0.0072;4;6;0
10844;334;139;159;159;139;152.5549;129.4025;151.4761;25.005;7.6322;159;159;0;0;0.1375;0.267;0.0263;4;4;0
9910;304;0;179;179;119;145.0422;199.4655;193.933;72.0035;176.6388;318;159;0;3102;0.159;0.285;0.0257;1;1;0
6962;211;99;139;139;99;329.6673;167.6261;346.2441;22.8965;20.7966;139;139;0;139;0.1038;0.2988;0.0714;2;2;0
619;20;298;139;139;398;160.5895;208.3537;155.7947;37.9012;39.6989;139;139;0;0;0.1676;0.4361;0.0534;2;2;0
4042;130;139;239;239;139;579.1032;171.5488;674.1409;95.0474;95.0118;239;239;0;0;0.2346;0.3241;0.022;6;1;0
3296;100;239;199;458;239;124.5321;152.1849;59.4138;96.1574;105.1725;199;199;458;0;-0.0555;-0.1215;0.027;3;2;0
7606;234;139;159;159;80;198.7719;286.5157;206.6422;5.5902;17.2627;159;159;0;0;0.2011;0.1871;0.0457;10;3;0
756;22;80;139;139;139;117.5043;601.9487;83.0963;32.8101;22.6771;199;199;9343;537;0.1671;1.4366;0.0119;9;7;0
3014;92;199;159;159;379;57.0548;139.6612;40.4599;38.5778;52.5761;159;159;0;0;1.5181;1.7096;0.0209;2;3;0
4428;136;139;258;258;139;244.778;148.3543;137.4809;109.4646;111.1497;219;219;0;258;0.2667;0.0487;0.0082;4;5;0
403;12;139;80;80;99;690.0355;89.8888;765.0235;71.6886;85.9724;80;80;0;80;0.2673;0.2978;0.0144;5;1;0
4182;133;99;238;238;199;491.2222;269.5056;563.4909;82.7798;74.7412;238;238;0;0;0.2085;0.1955;0.017;9;1;0
9801;302;100;99;258;159;245.0862;166.5691;65.8027;186.4705;24.6678;258;129;0;0;0.1085;0.122;0.0521;2;3;0
886;27;338;159;159;318;136.8;89.8137;206.4219;77.5016;97.9617;159;159;0;0;0.1029;0.1054;0.037;5;1;0
1134;34;298;119;397;219;67.0671;261.8229;33.3766;41.1886;74.5419;397;132.3333;0;0;0.1938;0.3893;0.0513;6;3;0
7548;230;219;119;119;219;67.0914;336.9054;43.4166;24.5051;56.356;119;119;0;0;0.0137;0.5327;0.0236;7;4;0
6139;181;258;219;219;179;158.7844;81.7206;100.1299;52.5856;59.5252;219;219;0;0;0.1366;0.0811;0.0257;3;3;0
5824;173;219;139;298;278;296.928;214.0707;306.7915;72.7908;71.9462;298;149;0;457;0.068;0.2565;0.0536;1;1;0
3452;106;80;179;179;99;44.78;61.5183;127.0276;84.8646;54.811;179;179;0;0;0.1028;0.5288;0.0492;9;1;0
2090;66;99;139;139;119;267.0117;183.8648;220.2272;43.6578;34.4093;99;99;0;99;0.0724;0.1859;0.0099;8;6;0
2175;70;20;239;239;80;278.6149;67.574;333.4861;61.0512;71.4318;239;239;0;239;0.3729;0.1144;0.0194;5;1;0
5119;155;119;258;258;139;328.7191;189.1692;409.1406;84.3045;71.8905;258;258;0;0;0.0833;0.0593;0.0233;4;1;0
4879;149;139;119;119;219;172.1424;627.1475;131.2402;47.4684;55.3263;238;238;4076;873;0.1621;0.2676;0.027;2;4;0
5855;174;139;159;298;179;92.5486;128.001;72.0069;21.587;169.0362;298;149;0;0;0.2235;0.2215;0.03;2;3;0
3120;95;279;219;219;319;178.514;98.0778;118.596;69.0018;61.0451;219;219;0;0;0.4576;0.2006;0.0398;2;2;0
7557;231;219;298;298;99;517.2316;199.01;520.2;80.6877;76.8196;298;298;0;0;0.2872;0.2927;0.05;8;1;0
2555;78;339;179;179;379;84.0729;122.4091;79.7621;39.3192;26.163;120;120;22218;918;0.7725;1.4375;0.003;7;5;0
10063;307;159;100;219;139;243.654;368.1644;289.4305;48.5412;55.581;219;109.5;0;0;0.2427;0.3547;0.0425;10;1;0
6818;204;139;139;139;199;117.5383;80.4767;67.0075;50.1224;45.722;139;139;1570;377;0.1599;0.3464;0.0288;2;2;0
3108;94;180;139;139;20;97.7164;83.1039;18.868;73.1642;75.1083;139;139;0;0;1.2976;3.2536;0.0234;7;2;0
10447;319;179;139;139;80;184.1121;179.6003;161.79;39.6989;40.2647;119;119;238;537;0.2427;0.2687;0.0212;1;4;0
6227;183;159;139;139;219;801.2219;210.5718;895.9464;94.1116;94.4312;139;139;0;159;0.0811;0.3176;0.0133;7;1;0
9809;302;80;119;238;99;1452.9874;464.8252;386.2447;67.0392;71.2618;238;119;0;0;0.125;0.258;0.0481;7;5;0
7361;225;159;179;179;338;707.356;193.0648;782.1023;82.8402;87.6427;179;179;0;1014;0.0513;0.1023;0.0179;9;1;0
7661;236;99;238;238;139;453.6722;248.3948;374.0214;76.5016;92.0869;238;238;0;139;0.2176;0.3791;0.0239;8;4;0
9143;287;139;219;219;258;410.8637;294.0017;512.0791;94.3398;98.5203;219;219;0;716;0.1342;0.1542;0.0224;3;1;0
9508;293;139;119;119;219;283.893;216.0579;339.087;49.2062;56.7671;99;99;2545;1090;0.1086;0.2401;0.0069;3;4;0
7465;227;99;99;99;258;137.4627;203.5301;45;84.5281;105.1867;99;99;0;239;0.0327;0.0417;0.0094;8;3;0
3715;117;238;139;139;139;230.2851;257.7518;206.1941;46.3816;26.5047;139;139;0;0;0.2111;0.4406;0.0395;4;4;0
3457;106;119;159;278;80;299.2161;190.2374;217;94.2444;106.5235;278;139;0;238;0.4483;0.5288;0.0764;3;3;0
5635;167;199;179;179;139;96.5829;721.7579;57.0088;44.5449;51.0221;179;179;0;0;-0.0395;0.0795;0.012;4;7;0
7035;213;80;99;99;318;148.0135;376.0618;54.5894;94.1409;93.0121;99;99;0;0;0.1698;0.5128;0.0202;9;4;0
9706;299;179;119;119;139;84.9779;408.5893;183.4693;103.2109;89.6172;119;119;0;119;0.0425;0.043;0.0258;1;4;0
161;5;397;99;99;99;80.0765;295.1085;75.0067;40.1123;42.5265;99;99;0;0;0.132;0.1855;0.0088;10;2;0
8240;256;179;239;239;99;150.3671;192.0059;85.3288;73.6699;39.1312;258;129;992;755;0.3204;0.3344;0.0221;10;7;0
10276;312;278;179;179;159;813.0781;846.1575;812.7903;5.5902;75.228;378;189;397;0;0.1168;0.1168;0.0546;10;5;0
4284;135;199;159;159;119;84.5931;241.6676;46.5296;35.4401;33.0643;159;159;993;219;0.1205;0.211;0.0098;7;3;0
1966;61;179;139;139;139;298.862;42.2404;229.0087;82.8025;195.5153;358;119.3333;617;358;0.0979;0.0874;0.0288;4;6;0
8577;272;0;99;99;199;0;138.058;0;71.1688;69.3542;99;99;0;0;0.1527;0.2487;0.0366;1;1;0
3222;98;259;259;259;199;78.5143;160.05;60.6383;25.318;75.5381;259;259;0;0;-0.3369;-0.1324;0.0182;5;5;0
7169;219;80;99;99;80;165.5008;454.8937;129.2478;46.0679;48.6261;99;99;0;0;0.0251;0.2016;0.0157;7;5;0
5198;157;100;199;199;100;628.0263;96.0208;701.1947;71.0387;58.8982;199;199;0;0;0.1008;0.1458;0.0205;6;1;0
10367;316;99;99;99;139;68.884;184.8161;69.527;34.6591;30.0167;99;99;377;139;0.3988;0.1748;0.0184;8;3;0
1664;52;159;179;179;199;263.257;315.3336;246.0325;48.9004;52.8228;179;179;457;0;0.0676;0.0946;0.0157;4;4;0
9922;305;139;199;199;139;152.5819;101.4027;222.2656;78.4618;72.6395;199;199;0;0;0.0825;0.0925;0.0322;2;1;0
437;13;139;99;99;119;233.8616;246.4878;139.9178;95.606;67.0019;99;99;0;0;0.1613;0.2703;0.019;7;2;0
4089;131;199;258;258;139;202.9495;182.1606;188.0027;16.6208;33.6341;258;258;0;0;0.2036;0.5086;0.0519;5;3;0
5716;169;80;80;80;179;502.5062;63.0734;512.001;6.5765;10.6888;80;80;398;518;0.0845;0.033;0.01;4;2;0
7070;215;80;179;179;219;160.7809;189.0238;104.4797;51.4782;48.7468;139;139;0;318;0.2583;0.1968;0.0251;1;3;0
846;25;179;219;219;139;66.3363;277.6698;71.6101;61.002;78.1745;219;219;0;0;0.2001;0.1441;0.0375;4;1;0
10482;320;159;119;119;100;201.1796;534.5898;167.863;43.0726;22.9456;119;119;0;0;0.0542;0.1647;0.0367;7;5;0
2164;70;239;279;279;179;163.0008;144.105;104.6948;76.787;75.4718;279;279;0;0;0.4999;0.4999;0.0226;2;5;0
2613;78;199;339;339;179;369.3812;129.501;323.7484;55.509;36.7049;259;259;12432;1016;0.904;1.2395;0.0065;7;4;0
1283;41;179;139;139;139;222.7717;131.123;283.0283;68.2495;84.0387;318;318;1271;0;0.1167;0.2992;0.0338;3;1;0
809;24;80;159;159;258;274.6643;296.0068;252.0079;19.78;17.2409;159;159;0;0;0.1211;0.1796;0.0176;7;3;0
9974;306;80;80;80;119;319.188;461.0043;389.4522;74.2428;78.3534;80;80;0;952;0.197;0.4915;0.0054;8;1;0
5490;164;159;80;80;139;138.2624;787.5294;95.0474;42.8544;39.4271;80;80;0;0;0.1317;0.0622;0.0068;10;8;0
2544;78;199;219;219;219;1591.8029;996.4834;578.2499;1105.9508;1097.3154;20;20;179;936;0.8315;0.734;0.0005;5;3;0
10098;308;99;99;99;179;89.8846;182.5445;38.2884;58.8069;70.0179;99;99;0;0;0.0122;0.2347;0.0106;7;5;0
3200;98;20;199;438;239;119.0851;113.7948;31.0161;118.8465;137.1177;179;179;1234;398;0.9836;0.7796;0.0126;1;4;0
2455;77;518;20;20;140;119.3786;135.4114;101.1781;54.2333;53.9676;20;20;617;338;-0.8475;-0.8475;0.0018;5;4;0
2864;87;199;120;120;20;1000.2986;60.1768;85.9826;1034.1992;41.3673;120;120;1334;219;1.7037;1.5457;0.0154;2;4;0
9349;290;179;338;338;139;448.0904;680.3242;573.4544;128.7187;133.1662;338;338;0;278;0.0642;0.0852;0.049;2;1;0
1546;46;80;219;219;99;447.1233;57.9763;453.1313;58.5342;53.4603;139;139;714;0;0.3311;0.5936;0.0357;1;2;0
9070;285;179;238;238;80;228.1283;309.9665;231.5621;24.8244;14.0357;238;238;0;0;0.2012;0.3802;0.0402;5;2;0
290;9;258;119;119;358;71.9253;216.2279;21.3776;54.3438;50.7568;119;119;0;0;0.1974;0.3034;0.0153;5;2;0
4483;138;238;278;278;159;316.0479;202.7566;338.8244;33.0151;50.232;278;278;0;0;0.1627;0.4327;0.0344;6;1;0
4796;148;139;219;219;219;139.9035;103.8809;231.2163;96.9807;83.5464;219;219;0;796;0.2396;0.3006;0.0125;4;1;0
131;4;179;239;239;119;189.3621;183.892;257.841;83.3802;90.2441;239;239;0;1195;0.2875;0.556;0.0301;2;1;0
5117;155;0;139;139;358;141.8185;105.6433;105.9056;32.8976;57.1074;219;219;0;0;0.0833;0.0833;0.0197;3;3;0
6144;181;139;298;298;259;119.148;86.7828;68.0661;48.3141;68.5292;298;298;0;0;0.0756;0.0756;0.0349;4;4;0
331;10;139;258;258;199;144.5216;168.3597;90.2718;52.6925;57.1402;258;258;199;0;0.0354;0.0639;0.0441;3;4;0
2378;75;219;239;239;538;205.0494;56.921;222.6118;49.6588;39.3605;20;20;956;20;0.6472;-0.0498;0.0021;3;2;0
1144;34;139;139;139;179;471.9883;419.5655;521.0614;76.0543;99.0063;119;119;258;278;0.2743;0.2743;0.0154;9;2;0
8738;277;179;159;159;139;207.0441;264.8703;129.5569;79.0142;89.0225;159;159;238;0;0.1758;0.1838;0.0168;5;5;0
1807;57;119;80;80;80;246.1229;134.708;221.1447;28.1114;23.4361;80;80;0;99;0.1663;0.1739;0.0089;7;5;0
4743;146;219;119;477;179;205.6502;335.226;125;83.3262;134.2097;477;159;0;477;0.2226;0.2386;0.0544;1;5;0
2778;85;239;259;259;279;130.8606;182.3904;99.2472;47.5237;86.419;259;259;0;0;-0.2753;-0.0108;0.0235;2;2;0
8053;250;99;139;238;80;518.5022;80.5062;463.2429;66.9104;66.9496;238;119;0;0;0.1718;0.3408;0.0419;7;7;0
10667;328;119;80;180;139;356.7948;54.6466;334.4324;31.257;33.2415;180;90;258;0;0.0642;0.1377;0.0179;5;6;0
1034;31;298;179;179;119;306.9796;8.7464;287.9601;31.1849;44.4213;179;179;0;0;0.1189;0.0984;0.0153;4;2;0
3826;122;139;80;160;139;182.6034;166.527;108.2266;74.0608;68.4726;160;80;0;0;0.2428;0.1218;0.0284;2;2;0
7131;217;99;139;139;179;101.6366;106.0189;60.8769;61.9536;65.0173;139;139;0;0;0.1456;0.2196;0.0362;7;4;0
354;11;80;139;139;159;314.331;140.2257;329.3706;17.9025;22.6385;139;139;9785;219;0.1169;0.0829;0.0128;7;2;0
5999;178;99;199;199;139;1121.4024;81.6241;65.0077;80.5621;88.1618;179;179;675;339;0.1931;0.2071;0.0133;3;3;0
4954;151;258;179;358;199;116.2497;193.0525;49.6488;73.1249;32.73;358;179;0;219;0.0901;0.2116;0.0519;4;2;0
5448;164;179;239;239;238;203.2978;333.0323;149.7531;48.0416;61.0942;239;239;0;0;0.0882;0.1787;0.0203;2;4;0
3372;103;119;159;159;139;94.3835;271.3899;153.5839;51;48.3994;159;159;933;159;0.0845;0.248;0.0222;3;4;0
4127;132;199;239;239;139;147.5076;136.5229;221.0362;73.5833;72.8371;199;199;0;557;0.2045;0.55;0.0235;10;5;0
1006;31;338;159;159;159;243.6847;216.3805;222.2724;22.1923;39.5885;159;159;0;0;0.0159;0.1274;0.0136;1;3;0
8366;262;179;119;119;199;139.7033;100.0012;251.406;138.4783;134.1576;179;179;557;0;0.2532;0.5452;0.0763;1;1;0
2748;83;1036;359;359;359;55.9732;176.7442;97.6524;58.2344;58.1421;418;209;0;418;0.438;2.47;0.0418;7;1;0
8843;279;139;80;80;119;345.3259;677.7974;274.3574;70.7142;79.3552;80;80;0;0;0.0193;0.0958;0.0099;7;7;0
9114;286;99;80;80;80;323.7901;126.58;273.1831;49.3356;53.7331;80;80;358;159;0.0587;0.2052;0.0089;5;6;0
1300;41;139;179;179;80;86.0058;192.9378;23.3452;69.0959;63.5649;179;179;0;0;0.2747;0.2352;0.019;10;4;0
1767;55;219;219;338;159;151.8898;135.8538;179.201;82.1523;90.025;338;169;0;0;0.1023;0.2439;0.0569;2;1;0
5519;165;159;139;139;179;576.5137;115.9062;655.7965;81.4877;69.2189;139;139;318;259;0.053;0.048;0.0145;5;2;0
